Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_material_ID,SRA Study
SRR10665100,AMPLICON,501,434996,PRJNA594727,SAMN13527524,Metagenome or environmental,334183,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7344026,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse177,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M177,Maternal_Heart_M6,SRP236063
SRR10665101,AMPLICON,501,697961,PRJNA594727,SAMN13527523,Metagenome or environmental,549068,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7344025,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse176,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M176,Maternal_Skin_M13,SRP236063
SRR10665102,AMPLICON,501,53153,PRJNA594727,SAMN13527522,Metagenome or environmental,118528,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX7344024,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse175,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M175,Fetal_Brain_M5,SRP236063
SRR10665103,AMPLICON,501,14537,PRJNA594727,SAMN13527525,Metagenome or environmental,91123,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX7344027,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse179,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M179,Uterus_M14,SRP236063
SRR10665104,AMPLICON,501,35405064,PRJNA594727,SAMN13527521,Metagenome or environmental,18909439,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7344023,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse174,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M174,Maternal_Vaginal_M5,SRP236063
SRR10665105,AMPLICON,501,71182,PRJNA594727,SAMN13527386,Metagenome or environmental,130747,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7344022,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse17,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M17,Uterus_M12,SRP236063
SRR10665106,AMPLICON,501,1182980,PRJNA594727,SAMN13527520,Metagenome or environmental,802114,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7344021,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse173,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M173,Dacron_8,SRP236063
SRR10665107,AMPLICON,501,10036,PRJNA594727,SAMN13527519,Metagenome or environmental,87999,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX7344020,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse172,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M172,Maternal_Lung_M15,SRP236063
SRR10665108,AMPLICON,501,98798,PRJNA594727,SAMN13527517,Metagenome or environmental,150660,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7344018,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse168,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M168,Fetal_Intestine_M10,SRP236063
SRR10665109,AMPLICON,501,40516956,PRJNA594727,SAMN13527516,Metagenome or environmental,25867004,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7344017,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse167,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M167,Maternal_Distal_Intestine_M13,SRP236063
SRR10665110,AMPLICON,501,47164,PRJNA594727,SAMN13527515,Metagenome or environmental,113254,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7344016,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse165,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M165,Maternal_Heart_M12,SRP236063
SRR10665111,AMPLICON,501,15047,PRJNA594727,SAMN13527518,Metagenome or environmental,91456,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7344019,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse170,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M170,Fetal_Intestine_M8,SRP236063
SRR10665112,AMPLICON,501,61207,PRJNA594727,SAMN13527514,Metagenome or environmental,123161,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7344015,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse164,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M164,Kit_15,SRP236063
SRR10665113,AMPLICON,501,52640,PRJNA594727,SAMN13527513,Metagenome or environmental,118054,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7344014,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse163,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M163,Fetal_Liver_M4,SRP236063
SRR10665114,AMPLICON,501,15555,PRJNA594727,SAMN13527512,Metagenome or environmental,90016,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7344013,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse162,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M162,Uterus_M9,SRP236063
SRR10665115,AMPLICON,501,71113134,PRJNA594727,SAMN13527511,Metagenome or environmental,43324940,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7344012,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse161,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M161,Maternal_Distal_Intestine_M10,SRP236063
SRR10665116,AMPLICON,501,17400578,PRJNA594727,SAMN13527510,Metagenome or environmental,10687315,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7344010,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse160,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M160,Maternal_Cervix_M10,SRP236063
SRR10665117,AMPLICON,501,246782,PRJNA594727,SAMN13527509,Metagenome or environmental,240368,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7344009,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse159,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M159,Kit_14,SRP236063
SRR10665118,AMPLICON,501,41328416,PRJNA594727,SAMN13527508,Metagenome or environmental,25834066,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7344008,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse158,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M158,Maternal_Proximal_Intestine_M9,SRP236063
SRR10665119,AMPLICON,501,77252,PRJNA594727,SAMN13527385,Metagenome or environmental,134110,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7344011,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse16,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M16,Maternal_Peritoneum_M8,SRP236063
SRR10665120,AMPLICON,501,79776,PRJNA594727,SAMN13527507,Metagenome or environmental,129542,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7344007,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse157,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M157,Maternal_Lung_M12,SRP236063
SRR10665121,AMPLICON,501,111401,PRJNA594727,SAMN13527375,Metagenome or environmental,156961,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7344006,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse5,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M5,Dacron_1,SRP236063
SRR10665122,AMPLICON,501,64718,PRJNA594727,SAMN13527411,Metagenome or environmental,124616,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7344005,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse48,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M48,Placenta_M7,SRP236063
SRR10665123,AMPLICON,501,21066,PRJNA594727,SAMN13527414,Metagenome or environmental,95772,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7344135,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse51,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M51,Fetal_Lung_M8,SRP236063
SRR10665124,AMPLICON,501,83297,PRJNA594727,SAMN13527506,Metagenome or environmental,133035,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7344090,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse156,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M156,Fetal_Liver_M15,SRP236063
SRR10665125,AMPLICON,501,119845,PRJNA594727,SAMN13527410,Metagenome or environmental,160901,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7344004,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse47,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M47,Fetal_Intestine_M9,SRP236063
SRR10665126,AMPLICON,501,25090,PRJNA594727,SAMN13527409,Metagenome or environmental,98103,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7344003,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse45,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M45,Fetal_Spleen_M10,SRP236063
SRR10665127,AMPLICON,501,76741,PRJNA594727,SAMN13527408,Metagenome or environmental,130188,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7344002,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse43,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M43,Fetal_Intestine_M12,SRP236063
SRR10665128,AMPLICON,501,35110,PRJNA594727,SAMN13527406,Metagenome or environmental,103907,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX7344000,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse41,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M41,Maternal_Lung_M14,SRP236063
SRR10665129,AMPLICON,501,41633,PRJNA594727,SAMN13527405,Metagenome or environmental,109116,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7343999,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse40,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M40,Fetal_Intestine_M6,SRP236063
SRR10665130,AMPLICON,501,26095,PRJNA594727,SAMN13527404,Metagenome or environmental,96338,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7343998,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse39,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M39,Kit_4,SRP236063
SRR10665131,AMPLICON,501,54719281,PRJNA594727,SAMN13527407,Metagenome or environmental,34118784,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7344001,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse42,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M42,Maternal_Distal_Intestine_M14,SRP236063
SRR10665132,AMPLICON,501,45107,PRJNA594727,SAMN13527403,Metagenome or environmental,113367,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7343997,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse38,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M38,Fetal_Lung_M14,SRP236063
SRR10665133,AMPLICON,501,119412,PRJNA594727,SAMN13527402,Metagenome or environmental,163039,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7343996,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse36,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M36,Maternal_Liver_M6,SRP236063
SRR10665134,AMPLICON,501,320490,PRJNA594727,SAMN13527401,Metagenome or environmental,283651,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7343995,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse35,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M35,Maternal_Peritoneum_M12,SRP236063
SRR10665135,AMPLICON,501,29093,PRJNA594727,SAMN13527374,Metagenome or environmental,101317,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX7343994,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse4,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M4,Fetal_Lung_M7,SRP236063
SRR10665136,AMPLICON,501,42620,PRJNA594727,SAMN13527399,Metagenome or environmental,111548,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7343992,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse32,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M32,Fetal_Tail_M6,SRP236063
SRR10665137,AMPLICON,501,67177,PRJNA594727,SAMN13527398,Metagenome or environmental,128488,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7343991,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse30,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M30,Fetal_Lung_M13,SRP236063
SRR10665138,AMPLICON,501,549403,PRJNA594727,SAMN13527397,Metagenome or environmental,418241,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7343990,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse29,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M29,Dacron_2,SRP236063
SRR10665139,AMPLICON,501,135351,PRJNA594727,SAMN13527400,Metagenome or environmental,172754,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7343993,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse34,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M34,Kit_3,SRP236063
SRR10665140,AMPLICON,501,34848184,PRJNA594727,SAMN13527396,Metagenome or environmental,21634973,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7343989,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse27,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M27,Maternal_Proximal_Intestine_M7,SRP236063
SRR10665141,AMPLICON,501,25088,PRJNA594727,SAMN13527395,Metagenome or environmental,98460,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7343988,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse26,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M26,Fetal_Lung_M10,SRP236063
SRR10665142,AMPLICON,501,52644,PRJNA594727,SAMN13527602,Metagenome or environmental,118144,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7343987,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse264,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M264,Fetal_Lung_M12,SRP236063
SRR10665143,AMPLICON,501,20058,PRJNA594727,SAMN13527601,Metagenome or environmental,95414,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7343986,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse263,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M263,Uterus_M7,SRP236063
SRR10665144,AMPLICON,501,86472811,PRJNA594727,SAMN13527450,Metagenome or environmental,53467043,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7343984,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse89,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M89,Maternal_Distal_Intestine_M9,SRP236063
SRR10665145,AMPLICON,501,81311,PRJNA594727,SAMN13527449,Metagenome or environmental,131864,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7343983,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse88,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M88,Kit_9,SRP236063
SRR10665146,AMPLICON,501,2456008,PRJNA594727,SAMN13527448,Metagenome or environmental,1642101,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7343982,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse87,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M87,Maternal_Skin_M6,SRP236063
SRR10665147,AMPLICON,501,90757,PRJNA594727,SAMN13527379,Metagenome or environmental,146824,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7343985,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse9,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M9,Maternal_Peritoneum_M14,SRP236063
SRR10665148,AMPLICON,501,40616,PRJNA594727,SAMN13527447,Metagenome or environmental,110232,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7343981,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse86,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M86,Fetal_Intestine_M5,SRP236063
SRR10665149,AMPLICON,501,69732,PRJNA594727,SAMN13527446,Metagenome or environmental,130185,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7343980,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse85,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M85,Maternal_Heart_M4,SRP236063
SRR10665150,AMPLICON,501,117384,PRJNA594727,SAMN13527445,Metagenome or environmental,157527,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7343979,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse84,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M84,Kit_8,SRP236063
SRR10665151,AMPLICON,502,3514,PRJNA594727,SAMN13527444,Metagenome or environmental,81468,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7343978,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse83,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M83,Fetal_Brain_M12,SRP236063
SRR10665152,AMPLICON,501,386646,PRJNA594727,SAMN13527442,Metagenome or environmental,343431,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7343976,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse81,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M81,Maternal_Lung_M7,SRP236063
SRR10665153,AMPLICON,501,390324,PRJNA594727,SAMN13527441,Metagenome or environmental,319414,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7343975,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse80,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M80,Kit_7,SRP236063
SRR10665154,AMPLICON,501,453899,PRJNA594727,SAMN13527378,Metagenome or environmental,367672,WAYNE STATE UNIVERSITY,2018-10-01,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7343974,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse8,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M8,Maternal_Skin_M12,SRP236063
SRR10665155,AMPLICON,501,29098,PRJNA594727,SAMN13527443,Metagenome or environmental,101638,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7343977,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse82,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M82,Fetal_Liver_M8,SRP236063
SRR10665156,AMPLICON,501,208625,PRJNA594727,SAMN13527440,Metagenome or environmental,222929,WAYNE STATE UNIVERSITY,2018-10-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX7343973,USA,North America,USA: Detroit,Mus musculus,Illumina MiSeq,37.36666 N 80.53333 W,Mouse79,PAIRED,PCR,GENOMIC,mouse metagenome,ILLUMINA,2020-01-14T00:00:00Z,M79,Maternal_Heart_M15,SRP236063
